,Candidate_ID,Quality_ID
868,10123,4
869,10541,12
870,10541,36
871,10541,5
872,12976,14
873,12976,22
874,12976,13
875,12976,17
876,10246,9
877,10246,46
878,10246,3
879,10246,15
880,10246,33
881,11881,44
882,11881,22
883,12801,46
884,12801,44
885,12801,17
886,10099,32
887,10099,45
888,10099,34
889,10099,22
890,12453,7
891,12453,27
892,12453,36
893,12453,29
894,11475,6
895,11475,9
896,11475,12
897,11475,15
898,11475,11
899,11475,1
900,13151,46
901,13151,47
902,13151,0
903,13151,37
904,13151,21
905,13151,5
906,11365,45
907,11365,14
908,11365,42
909,11365,28
910,10558,44
911,10558,41
912,12146,45
913,12146,44
914,12146,13
915,12146,21
916,12778,6
917,12778,27
918,12778,20
919,12778,37
920,12778,13
921,12778,17
922,13239,31
923,13239,33
924,13323,45
925,13323,12
926,13323,6
927,13323,8
928,10597,46
929,10597,41
930,10597,8
931,10597,22
932,11451,45
933,11451,12
934,11451,22
935,11451,42
936,11451,8
937,11584,9
938,11584,2
939,11584,13
940,12924,43
941,12924,19
942,12924,47
943,12924,40
944,12924,42
945,12924,11
946,13209,43
947,13209,7
948,13209,1
949,13209,4
950,13116,43
951,13116,3
952,13116,24
953,13116,15
954,13116,30
955,12889,18
956,12889,45
957,12889,15
958,12412,20
959,12412,12
960,12412,9
961,12412,5
962,10042,18
963,10042,15
964,12585,20
965,12585,26
966,12585,7
967,12585,4
968,12585,42
969,12585,17
970,10193,18
971,10193,6
972,10193,10
973,10193,8
974,11815,27
975,11815,38
976,11815,40
977,11815,33
978,12098,9
979,12098,12
980,12098,15
981,12098,13
982,12098,21
983,12096,24
984,12096,46
985,12096,7
986,12096,17
987,12096,4
988,12096,1
989,11675,26
990,11675,23
991,11675,32
992,11675,15
993,11675,30
994,11675,4
995,12154,36
996,12154,0
997,12154,37
998,12154,42
999,12240,46
1000,12240,39
1001,10378,3
1002,10378,14
1003,10378,6
1004,10378,39
1005,12883,6
1006,12883,14
1007,12883,36
1008,12883,37
1009,12883,17
1010,13132,44
1011,13132,32
1012,13132,37
1013,13132,28
1014,10941,9
1015,10941,5
1016,10601,32
1017,10601,16
1018,12609,46
1019,12609,20
1020,12609,36
1021,12609,15
1022,12609,4
1023,12609,35
1024,11508,32
1025,11508,38
1026,11508,46
1027,11508,22
1028,11508,15
1029,12018,12
1030,12018,3
1031,12018,2
1032,12018,30
1033,12018,16
1034,12018,21
1035,12076,27
1036,12076,39
1037,12076,10
1038,12710,2
1039,12710,8
1040,12710,5
1041,12710,39
1042,12114,27
1043,12114,6
1044,12114,30
1045,12114,4
1046,12803,38
1047,12803,18
1048,12803,19
1049,12803,35
1050,12803,10
1051,10931,31
1052,10931,7
1053,10931,13
1054,10931,8
1055,10931,41
1056,12290,26
1057,12290,34
1058,12290,35
1059,12330,3
1060,12330,20
1061,12330,1
1062,11129,46
1063,11129,15
1064,11129,13
1065,11129,8
1066,11986,15
1067,11986,42
1068,10016,18
1069,10016,32
1070,10016,10
1071,10016,21
1072,10016,1
1073,11607,27
1074,11607,18
1075,11607,45
1076,11607,25
1077,11607,39
1078,11607,10
1079,13346,7
1080,13346,30
1081,13346,42
1082,11913,9
1083,11913,7
1084,11913,22
1085,11913,15
1086,11913,1
1087,12477,45
1088,12477,12
1089,12477,43
1090,12477,33
1091,12477,10
1092,11193,9
1093,11193,21
1094,11193,37
1095,11193,8
1096,11442,14
1097,11442,23
1098,11442,31
1099,11442,4
1100,12709,23
1101,12709,19
1102,12709,37
1103,12709,16
1104,12709,22
1105,11460,32
1106,11460,27
1107,11460,11
1108,11460,21
1109,11460,16
1110,10813,19
1111,10813,47
1112,10813,40
1113,10813,17
1114,12613,18
1115,12613,23
1116,12613,35
1117,12613,33
1118,11556,32
1119,11556,11
1120,11091,15
1121,11091,22
1122,13190,2
1123,13190,21
1124,13190,11
1125,13190,42
1126,11372,27
1127,11372,19
1128,11372,36
1129,11372,11
1130,11372,22
1131,12576,3
1132,12576,4
1133,12576,22
1134,12576,40
1135,12362,15
1136,12362,41
1137,10627,2
1138,10627,6
1139,10627,43
1140,10627,10
1141,10635,6
1142,10635,32
1143,10635,23
1144,10635,39
1145,10635,15
1146,10635,17
1147,13014,45
1148,13014,43
1149,13014,31
1150,13014,4
1151,10739,7
1152,10739,31
1153,10739,23
1154,10739,40
1155,11730,31
1156,11730,0
1157,11730,41
1158,11730,39
1159,11730,30
1160,13350,27
1161,13350,16
1162,13021,32
1163,13021,8
1164,13021,25
1165,13021,37
1166,10555,27
1167,10555,7
1168,10555,23
1169,10555,42
1170,11862,6
1171,11862,36
1172,11862,16
1173,11994,44
1174,11994,34
1175,11994,17
1176,11482,31
1177,11482,40
1178,11482,1
1179,10067,7
1180,10067,1
1181,10067,41
1182,10037,43
1183,10037,9
1184,10037,36
1185,10037,8
1186,10037,40
1187,13217,2
1188,13217,45
1189,13217,38
1190,13217,39
1191,13217,15
1192,13217,8
1193,12987,20
1194,12987,32
1195,12987,28
1196,12987,39
1197,13144,0
1198,13144,35
1199,13144,10
1200,13098,46
1201,13098,36
1202,13098,16
1203,13098,15
1204,11811,32
1205,11811,23
1206,11811,1
1207,11811,33
1208,10492,9
1209,10492,46
1210,10492,24
1211,10492,34
1212,10492,42
1213,10492,10
1214,13292,0
1215,13292,46
1216,13292,24
1217,13292,39
1218,10963,2
1219,10963,24
1220,10963,40
1221,10963,34
1222,10963,22
1223,12850,12
1224,12850,27
1225,12850,34
1226,12850,16
1227,12850,22
1228,10218,3
1229,10218,41
1230,10218,29
1231,10218,34
1232,12932,27
1233,12932,24
1234,12932,12
1235,12932,8
1236,12932,13
1237,12932,22
1238,11278,46
1239,11278,31
1240,11278,3
1241,11278,28
1242,11278,5
1243,11278,4
1244,10663,20
1245,10663,26
1246,10663,8
1247,10663,5
1248,12447,32
1249,12447,22
1250,12447,34
1251,11513,15
1252,11513,34
1253,10901,26
1254,10901,37
1255,10901,8
1256,13290,38
1257,13290,36
1258,13290,20
1259,13290,13
1260,10753,24
1261,10753,2
1262,10753,4
1263,10753,42
1264,10753,40
1265,10428,36
1266,10428,15
1267,10428,16
1268,12066,32
1269,12066,33
1270,12066,4
1271,10417,45
1272,10417,10
1273,10417,33
1274,11859,19
1275,11859,32
1276,11859,38
1277,11859,11
1278,12734,24
1279,12734,31
1280,12734,3
1281,12734,33
1282,12771,32
1283,12771,7
1284,12771,20
1285,12771,17
1286,11459,44
1287,11459,5
1288,13338,20
1289,13338,44
1290,13338,43
1291,13338,21
1292,13338,40
1293,11838,12
1294,11838,44
1295,11838,26
1296,11838,42
1297,11838,17
1298,12655,12
1299,12655,0
1300,12655,46
1301,12655,39
1302,12655,25
1303,12874,19
1304,12874,22
1305,12874,42
1306,12874,34
1307,11246,46
1308,11246,34
1309,11246,21
1310,11835,26
1311,11835,35
1312,11910,0
1313,11910,39
1314,10341,46
1315,10341,37
1316,10903,6
1317,10903,25
1318,10903,37
1319,10903,34
1320,10491,31
1321,10491,34
1322,10491,25
1323,12648,18
1324,12648,30
1325,12648,29
1326,13198,46
1327,13198,0
1328,13198,28
1329,10427,36
1330,10427,43
1331,10427,40
1332,10427,37
1333,10427,28
1334,10593,26
1335,10593,10
1336,10593,21
1337,10036,31
1338,10036,42
1339,11261,3
1340,11261,32
1341,11261,47
1342,11261,28
1343,11261,8
1344,11261,4
1345,11165,23
1346,11165,8
1347,12626,2
1348,12626,44
1349,12626,21
1350,12626,39
1351,12626,8
1352,12979,43
1353,12979,27
1354,12979,5
1355,12979,42
1356,12081,26
1357,12081,3
1358,12081,46
1359,12081,16
1360,10561,18
1361,10561,14
1362,10561,17
1363,10561,15
1364,13053,3
1365,13053,12
1366,13053,40
1367,11587,2
1368,11587,9
1369,11587,11
1370,11587,25
1371,13234,23
1372,13234,27
1373,13234,33
1374,12343,36
1375,12343,20
1376,12343,25
1377,12343,13
1378,12343,15
1379,11085,47
1380,11085,3
1381,11085,21
1382,11085,28
1383,11085,22
1384,12316,47
1385,12316,39
1386,12316,42
1387,11217,36
1388,11217,6
1389,11217,28
1390,11217,15
1391,10317,27
1392,10317,23
1393,10317,40
1394,12263,6
1395,12263,7
1396,12263,38
1397,12263,35
1398,11455,45
1399,11455,15
1400,11455,7
1401,11455,1
1402,10509,6
1403,10509,14
1404,10509,20
1405,10509,25
1406,10509,22
1407,10509,5
1408,12149,6
1409,12149,20
1410,12149,31
1411,12149,21
1412,10066,45
1413,10066,16
1414,10066,28
1415,12372,45
1416,12372,10
1417,11754,24
1418,11754,45
1419,11754,37
1420,12403,43
1421,12403,45
1422,12403,21
1423,10229,46
1424,10229,5
1425,10229,10
1426,10229,37
1427,10949,38
1428,10949,13
1429,10949,22
1430,10949,39
1431,11298,18
1432,11298,15
1433,11298,28
1434,11298,34
1435,11298,29
1436,10129,15
1437,10129,27
1438,10129,40
1439,10129,30
1440,10129,28
1441,11733,46
1442,11733,21
1443,11733,5
1444,11802,6
1445,11802,12
1446,11802,3
1447,11802,40
1448,11802,42
1449,11802,25
1450,12130,27
1451,12130,0
1452,12130,3
1453,12130,8
1454,12130,1
1455,12130,30
1456,12220,7
1457,12220,39
1458,11857,45
1459,11857,11
1460,11258,32
1461,11258,35
1462,11315,19
1463,11315,7
1464,11315,21
1465,11267,7
1466,11267,12
1467,11267,39
1468,12326,43
1469,12326,31
1470,12326,8
1471,10088,44
1472,10088,36
1473,10088,16
1474,12169,45
1475,12169,34
1476,13360,32
1477,13360,44
1478,13360,14
1479,13360,5
1480,10079,15
1481,10079,7
1482,10079,37
1483,11220,2
1484,11220,25
1485,11483,32
1486,11483,16
1487,11483,40
1488,11483,39
1489,13047,24
1490,13047,31
1491,13047,19
1492,13047,29
1493,10068,26
1494,10068,28
1495,10068,4
1496,10068,15
1497,10530,6
1498,10530,26
1499,10530,10
1500,12254,38
1501,12254,27
1502,12254,16
1503,10363,32
1504,10363,20
1505,10363,44
1506,10363,13
1507,10363,17
1508,10363,35
1509,10302,15
1510,10302,46
1511,10302,30
1512,10302,4
1513,11470,18
1514,11470,19
1515,11470,38
1516,11470,29
1517,11470,34
1518,11256,36
1519,11256,27
1520,11256,40
1521,13357,38
1522,13357,45
1523,13357,15
1524,13357,39
1525,13357,35
1526,10623,14
1527,10623,9
1528,10623,10
1529,10623,15
1530,12408,24
1531,12408,34
1532,12408,22
1533,11970,44
1534,11970,38
1535,11970,5
1536,11970,15
1537,11985,26
1538,11985,14
1539,11985,41
1540,11985,35
1541,10325,45
1542,10325,12
1543,10325,24
1544,10325,41
1545,11806,24
1546,11806,40
1547,11806,4
1548,11806,37
1549,12468,6
1550,12468,22
1551,12468,40
1552,12468,42
1553,11648,36
1554,11648,7
1555,11648,45
1556,11648,25
1557,11648,42
1558,11376,7
1559,11376,23
1560,11376,38
1561,11376,21
1562,11376,13
1563,11376,35
1564,12946,26
1565,12946,19
1566,12946,2
1567,12946,25
1568,12946,8
1569,12946,29
1570,10528,12
1571,10528,38
1572,10528,22
1573,10232,24
1574,10232,15
1575,10232,41
1576,10232,15
1577,10232,35
1578,12432,38
1579,12432,17
1580,12432,8
1581,12140,3
1582,12140,16
1583,12140,42
1584,13341,26
1585,13341,14
1586,13341,19
1587,13341,1
1588,13341,15
1589,13341,42
1590,10951,23
1591,10951,38
1592,10951,21
1593,12449,32
1594,12449,8
1595,12449,30
1596,12449,16
1597,10559,6
1598,10559,17
1599,10559,40
1600,10559,16
1601,10633,32
1602,10633,25
1603,10633,13
1604,10817,31
1605,10817,12
1606,10817,17
1607,10007,36
1608,10007,8
1609,10007,25
1610,10007,5
1611,10401,23
1612,10401,17
1613,10287,19
1614,10287,2
1615,10287,15
1616,10287,10
1617,10287,35
1618,10175,27
1619,10175,15
1620,10175,11
1621,12980,38
1622,12980,43
1623,12980,9
1624,12980,42
1625,12188,7
1626,12188,23
1627,12188,4
1628,11330,23
1629,11330,29
1630,11330,30
1631,11303,38
1632,11303,6
1633,11303,35
1634,11303,28
1635,11303,37
1636,12741,3
1637,12741,7
1638,12741,29
1639,12741,13
1640,12741,5
1641,10390,18
1642,10390,9
1643,10390,1
1644,10245,44
1645,10245,8
1646,10198,18
1647,10198,28
1648,10198,1
1649,11621,12
1650,11621,23
1651,11621,29
1652,11621,40
1653,12717,14
1654,12717,43
1655,12717,47
1656,12717,29
1657,12717,10
1658,11632,24
1659,11632,2
1660,11632,37
1661,11632,39
1662,10281,9
1663,10281,1
1664,10281,17
1665,12264,7
1666,12264,15
1667,12264,30
1668,12264,4
1669,12264,25
1670,12974,18
1671,12974,27
1672,12974,3
1673,12974,1
1674,10147,44
1675,10147,41
1676,11444,46
1677,11444,13
1678,11444,5
1679,10190,9
1680,10190,28
1681,10190,15
1682,10190,30
1683,11059,7
1684,11059,44
1685,11059,47
1686,11059,17
1687,11059,21
1688,10391,18
1689,10391,10
1690,12121,6
1691,12121,38
1692,12121,31
1693,12121,1
1694,12121,17
1695,13375,32
1696,13375,35
1697,13375,28
1698,10504,46
1699,10504,7
1700,10504,4
1701,12984,31
1702,12984,35
1703,12984,30
1704,10210,12
1705,10210,2
1706,10210,22
1707,12540,26
1708,12540,7
1709,12540,34
1710,12540,11
1711,12540,17
1712,12344,18
1713,12344,2
1714,12344,7
1715,12344,1
1716,12344,8
1717,12344,34
1718,12516,36
1719,12516,9
1720,12516,23
1721,12516,17
1722,12516,22
1723,13093,12
1724,13093,7
1725,13093,14
1726,13093,11
1727,13093,29
1728,11111,15
1729,11111,39
1730,11273,43
1731,11273,14
1732,11273,44
1733,11273,1
1734,11125,24
1735,11125,43
1736,11125,19
1737,11125,13
1738,11431,24
1739,11431,44
1740,11431,17
1741,11431,16
1742,11431,5
1743,12789,15
1744,12789,25
1745,12789,41
1746,11517,7
1747,11517,4
1748,12928,43
1749,12928,26
1750,12928,30
1751,12159,2
1752,12159,9
1753,12159,8
1754,13230,45
1755,13230,32
1756,13230,30
1757,13230,40
1758,12528,18
1759,12528,27
1760,12528,19
1761,12528,13
1762,12528,25
1763,11350,27
1764,11350,25
1765,11350,1
1766,10542,19
1767,10542,43
1768,10542,38
1769,10542,37
1770,10542,5
1771,10542,29
1772,11691,2
1773,11691,6
1774,11691,38
1775,11691,8
1776,11691,22
1777,11691,30
1778,13099,23
1779,13099,41
1780,10691,26
1781,10691,35
1782,10819,18
1783,10819,15
1784,10819,8
1785,10819,35
1786,10819,34
1787,11296,9
1788,11296,43
1789,11296,17
1790,11296,4
1791,10547,26
1792,10547,8
1793,10337,45
1794,10337,9
1795,10337,47
1796,10337,13
1797,10337,1
1798,10337,28
1799,10256,26
1800,10256,44
1801,10256,42
1802,10256,10
1803,10256,4
1804,11576,43
1805,11576,24
1806,11576,34
1807,11576,11
1808,11576,17
1809,13311,6
1810,13311,15
1811,13311,11
1812,13311,28
1813,12511,2
1814,12511,6
1815,12511,15
1816,12511,11
1817,12511,15
1818,12511,17
1819,10222,31
1820,10222,1
1821,10222,8
1822,10222,28
1823,12821,44
1824,12821,14
1825,12821,16
1826,12821,42
1827,12821,35
1828,12523,26
1829,12523,7
1830,12523,42
1831,12523,29
1832,12523,13
1833,10026,24
1834,10026,38
1835,10026,33
1836,10026,25
1837,10026,37
1838,12141,3
1839,12141,5
1840,12141,8
1841,12141,35
1842,11939,43
1843,11939,1
1844,11939,21
1845,11939,30
1846,12319,15
1847,12319,39
1848,10128,18
1849,10128,0
1850,10128,1
1851,10711,0
1852,10711,35
1853,10711,16
1854,13193,0
1855,13193,16
1856,13193,40
1857,11631,31
1858,11631,5
1859,11631,17
1860,10545,18
1861,10545,15
1862,10545,42
1863,10545,40
1864,13184,44
1865,13184,36
1866,13184,24
1867,13184,42
1868,13184,35
1869,13152,20
1870,13152,33
